run_group,scenario,scenario_label,parameter,parameter_value,replicate,seed,metric,metric_label,source_column,last_window,last_mean,initial,final,delta_final_minus_initial
scr_0613_0539,baseline,Baseline CE,eta_opp_scale,0.75,0,24680,MEAN_LOCAL_CE_ACTIVATION,K1 mean local CE activation,MEAN_LOCAL_CE_ACTIVATION,24,0.017575355943207967,0.0,0.018260481784859,0.018260481784859
scr_0613_0539,baseline,Baseline CE,eta_opp_scale,0.75,0,24680,CEI_SIM,K2 flow-based citywide CE index,CEI_SIM,24,0.6193693765353209,0.3088742025393682,0.6227726569605672,0.31389845442119896
scr_0613_0539,baseline,Baseline CE,eta_opp_scale,0.75,0,24680,TRADES_COUNT_M,K3 CE flows,TRADES_COUNT_M,24,3890.9583333333335,2070.0,3921.0,1851.0
scr_0613_0539,baseline,Baseline CE,eta_opp_scale,0.75,0,24680,UNEMPLOYMENT,K4 unemployment,UNEMPLOYMENT,24,0.09070945935197017,0.0953668869619094,0.0906584101455915,-0.004708476816317891
scr_0613_0539,baseline,Baseline CE,eta_opp_scale,0.75,0,24680,D_adv_exposure,K5 spatial-advantage exposure inequality,D_adv_exposure,24,0.1696472036462854,0.1375936233967722,0.1685554865171967,0.03096186312042451
scr_0613_0539,baseline,Baseline CE,eta_opp_scale,0.75,0,24680,D_resources,K6 economic-resource inequality,D_resources,24,0.3893093861102579,0.3056365158173091,0.3529132978227762,0.04727678200546709
scr_0613_0539,baseline,Baseline CE,eta_opp_scale,1.0,0,24680,MEAN_LOCAL_CE_ACTIVATION,K1 mean local CE activation,MEAN_LOCAL_CE_ACTIVATION,24,0.018009254469126015,0.0,0.0179382978640079,0.0179382978640079
scr_0613_0539,baseline,Baseline CE,eta_opp_scale,1.0,0,24680,CEI_SIM,K2 flow-based citywide CE index,CEI_SIM,24,0.6191046847505338,0.3090200776864584,0.6303247138229335,0.32130463613647514
scr_0613_0539,baseline,Baseline CE,eta_opp_scale,1.0,0,24680,TRADES_COUNT_M,K3 CE flows,TRADES_COUNT_M,24,3887.5833333333335,2071.0,3954.0,1883.0
scr_0613_0539,baseline,Baseline CE,eta_opp_scale,1.0,0,24680,UNEMPLOYMENT,K4 unemployment,UNEMPLOYMENT,24,0.09071342972874197,0.0953646988347031,0.090545129292656,-0.004819569542047097
scr_0613_0539,baseline,Baseline CE,eta_opp_scale,1.0,0,24680,D_adv_exposure,K5 spatial-advantage exposure inequality,D_adv_exposure,24,0.17083829604465697,0.1378939902695001,0.169882892127228,0.0319889018577279
scr_0613_0539,baseline,Baseline CE,eta_opp_scale,1.0,0,24680,D_resources,K6 economic-resource inequality,D_resources,24,0.3881065329196303,0.3056171879604059,0.3462237247658014,0.0406065368053955
scr_0613_0539,baseline,Baseline CE,eta_opp_scale,1.25,0,24680,MEAN_LOCAL_CE_ACTIVATION,K1 mean local CE activation,MEAN_LOCAL_CE_ACTIVATION,24,0.01732283525285464,0.0,0.0171567981893463,0.0171567981893463
scr_0613_0539,baseline,Baseline CE,eta_opp_scale,1.25,0,24680,CEI_SIM,K2 flow-based citywide CE index,CEI_SIM,24,0.6217175347401276,0.307546020694132,0.6255381223011376,0.3179921016070056
scr_0613_0539,baseline,Baseline CE,eta_opp_scale,1.25,0,24680,TRADES_COUNT_M,K3 CE flows,TRADES_COUNT_M,24,3893.5416666666665,2065.0,3889.0,1824.0
